"probe","coef"
"cg00001364",0.128402835001742
"cg00146174",0.614442596277615
"cg00156720",-0.637959516228153
"cg00165325",0.392590556607306
"cg00169860",3.62074071186451
"cg00205229",-0.0841623141426063
"cg00320782",0.172544168453495
"cg00403457",-3.12498687968696
"cg00443833",0.0492835828321373
"cg00515235",2.27156152886836
"cg00542313",-0.200888635398864
"cg00746259",0.00548494725220153
"cg00824176",-0.487570057345885
"cg00908709",-0.630040127580681
"cg00915004",0.501457745651636
"cg00977108",1.66645534394545
"cg01100740",-8.66054093246299
"cg01156745",-1.12411767259729
"cg01206957",-0.740073586593758
"cg01275157",4.16639393894483
"cg01537787",-3.96094946434005
"cg01733991",-0.562297338830362
"cg01740609",0.143402529116132
"cg01801625",1.14677083036274
"cg01819094",-0.0923926862365414
"cg01932374",1.37019296047284
"cg02027042",-1.37258920499625
"cg02148584",0.784112283972341
"cg02955020",2.80392482240742
"cg03058520",-1.17590122777281
"cg03091146",-0.364831328307377
"cg03104256",0.422319876504462
"cg03163457",-0.129306025279293
"cg04065686",-0.729076369669655
"cg04087693",4.28988606748598
"cg04336027",0.0244881487667338
"cg04367175",-1.9703272921264
"cg04529572",-2.13740745941998
"cg04805689",0.975829195810349
"cg05032451",-0.0542554384973312
"cg05183249",-0.0956057752391788
"cg05320089",-0.726119669357736
"cg05549807",-1.03615161070306
"cg05557064",-2.82110433424888
"cg05603896",0.427435309327785
"cg05648843",0.625891760003196
"cg05733595",0.365196740380761
"cg05761355",-1.40111971048517
"cg05894516",-0.19817399528042
"cg05968532",-0.351021246468317
"cg06094880",-0.0338160496251543
"cg06113532",0.100982519550705
"cg06184939",-0.311797904284879
"cg06201888",-0.535730389856766
"cg06219485",-0.775616216703884
"cg06370458",0.0413502654273931
"cg06674314",-2.28231770763565
"cg06989214",-1.13056935286999
"cg07219448",-0.585507004085586
"cg07817024",-0.252168261131841
"cg07867462",-8.5491404721719
"cg08069628",4.26031123528557
"cg08074329",3.95792814172012
"cg08198774",-0.108660858014142
"cg08277008",0.415180047033695
"cg08368952",-0.155797168673746
"cg08522676",-0.356402889009105
