"probe","coef"
"cg00005112",-0.0154328397387505
"cg00021588",0.00223952366805995
"cg00067370",-0.00755516536587683
"cg00116110",0.0569233544607667
"cg00146111",-0.0602023793296075
"cg00176482",-0.0181342892842937
"cg00180801",0.010243365234087
"cg00181698",0.00589385031634793
"cg00191058",0.025865748620438
"cg00195577",0.0115276449651327
"cg00257950",0.00707042493399567
"cg00258173",0.142537559327686
"cg00308763",0.00298130736071161
"cg00311846",0.0583701420133789
"cg00319727",0.0450572351584565
"cg00343067",0.00015788388234229
"cg00376184",-0.0119608468859535
"cg00384342",-0.0098403106949572
"cg00386839",-0.0386213327555314
"cg00391579",-0.00162772201417259
"cg00416783",0.0020881644813435
"cg00439117",0.0266814142974407
"cg00442423",-0.00395351926256968
"cg00443041",-0.0300900895423511
"cg00450891",0.0378779192914741
"cg00471663",0.00598882227007124
"cg00490620",-0.0124696811841502
"cg00493843",0.00125866447293859
"cg00513357",0.0100472509682816
"cg00531009",-0.106571083156806
"cg00543023",-0.011223383523658
"cg00560327",-0.00478557404291957
"cg00564054",-0.0215579196625881
"cg00568797",0.0269819614329737
"cg00576279",0.0283636531646734
"cg00608221",0.0271963875491263
"cg00650240",-0.00663374578343524
"cg00691401",0.0168016581266776
"cg00696623",-0.0651178396892885
"cg00718342",0.00204870369911347
"cg00735249",-0.0632045529385216
"cg00746259",-0.0667164267346687
"cg00765833",-0.0152596330823592
"cg00786351",-0.00449177826032717
"cg00811221",0.0604704812866246
"cg00811894",-0.00706984131187394
"cg00823323",-0.000612815426016073
"cg00838881",-0.039546833942761
"cg00847238",0.027625002106525
"cg00857360",-0.00527671232565486
"cg00857814",0.0212382525898966
"cg00872748",0.0246216902725842
"cg00893471",0.0146688119776292
"cg00903815",-0.0263320261093848
"cg00914030",-0.0469588119956108
"cg00922630",-0.0435441897198657
"cg00939855",-0.0130619289714442
"cg00965104",0.0300491457035982
"cg00965692",6.02762138532028e-05
"cg00976917",-0.0785512226186106
"cg01022031",-0.0724594802119164
"cg01026068",-0.00929173114706496
"cg01029859",-0.00118921359002068
"cg01038105",-0.0389436235714689
"cg01051527",-0.0577452567891511
"cg01079466",-0.0356804310906492
"cg01084584",9.25246968389463e-05
"cg01105418",-0.0140124281932853
"cg01121770",0.758968860663321
"cg01130580",-0.0594349762054186
"cg01142419",0.0193867601735381
"cg01150262",-0.0034292310948112
"cg01167388",-0.0181766093297427
"cg01197840",0.016623942422063
"cg01213247",0.00861644049594727
"cg01220605",-0.00790884449971917
"cg01244841",0.0416521130387526
"cg01286580",0.0124368347828867
"cg01314601",-0.000608985404895944
"cg01340046",-0.0096232200841886
"cg01340195",-0.0949851254299532
"cg01385512",-0.0252409802265821
"cg01428642",0.0225476876884772
"cg01429475",0.030277897395683
"cg01450839",-0.0667286718407242
"cg01460217",0.0223600233634416
"cg01472737",0.086071655150359
"cg01498131",-0.0124835666033867
"cg01512145",-0.0186873730641271
"cg01539965",-0.000721388042437778
"cg01574836",-0.00258443306089985
"cg01576619",-0.107872054448683
"cg01618051",0.0070691300935879
"cg01635604",0.00390302943897772
"cg01643535",-0.0423477519675616
"cg01670345",-0.0237929485368014
"cg01683971",-0.00168809434357993
"cg01725297",-0.0306195678462639
"cg01727347",0.0185864175721672
"cg01727767",-0.010953101219393
"cg01740828",-0.0288352466650247
"cg01744051",0.00429038340204242
"cg01761369",-0.0075851710529691
"cg01771997",-0.0111035485048203
"cg01783053",-0.0064097265713955
"cg01827013",0.0359400691688983
"cg01848338",0.0180835790842602
"cg01856529",0.00304744995823599
"cg01901696",-0.00235210526376466
"cg01903440",-0.0123367656719505
"cg01933423",0.00880051988561569
"cg01933636",-0.00342737791467055
"cg01938167",0.0198663212893911
"cg01943559",0.00722180939373781
"cg01961426",0.0038108948793161
"cg01962553",0.00535375619424606
"cg01981662",0.00191559694332064
"cg01982830",-0.0116056460609176
"cg01986981",0.00379439203967285
"cg01990488",-0.00292120067672562
"cg01992562",-0.0532947357848779
"cg01996306",0.0107875141231761
"cg02005942",-0.0907166877342871
"cg02014645",-0.00734057649482596
"cg02019798",0.00409493479505919
"cg02024894",0.0346151347734619
"cg02027148",-0.0296974186110505
"cg02031902",0.00973437916226316
"cg02032554",0.0243123704647591
"cg02059324",-0.0291765479553949
"cg02077583",-0.100154755324186
"cg02079505",0.00669079810211467
"cg02087737",0.0428454621132157
"cg02088852",-0.00946211914752824
"cg02106637",0.0066644102555553
