"probe","coef"
"cg00001209",0.00750081518026955
"cg00001364",0.00748865879146191
"cg00001582",-0.400397011434976
"cg00003994",-0.503807567774291
"cg00004555",0.0315327619357029
"cg00005112",-0.00208239827181216
"cg00005271",-0.0229088864412077
"cg00017571",0.0404343978522061
"cg00019068",-0.00292996642539283
"cg00027030",-0.165404938534394
"cg00032807",-0.0052517975518607
"cg00032872",-0.000809701886410594
"cg00035308",0.0917191248768639
"cg00036705",0.00680772406491297
"cg00037619",0.00249613443853807
"cg00038306",-0.30360656627418
"cg00044472",0.0195767068886686
"cg00045149",0.0598125884908009
"cg00046033",0.0166556127388424
"cg00046073",-0.0128828174730452
"cg00046850",0.0155284189122399
"cg00050268",-0.165965296229186
"cg00051782",-0.153351423264788
"cg00054169",0.013633833683575
"cg00054831",-0.0877733833628503
"cg00059117",-0.0198149601614126
"cg00059486",0.0084148944891046
"cg00060304",0.00365257794015225
"cg00067701",0.0167288373574135
"cg00067884",-0.160928781610335
"cg00068326",0.0113053663506764
"cg00071267",0.0291152980345434
"cg00072485",0.00719848300232245
"cg00075753",-0.0280914993699221
"cg00084577",-0.0536135604281968
"cg00090384",-0.14716965222508
"cg00096922",-0.0649242208088466
"cg00101175",0.0370751418182481
"cg00101279",0.00192779283474773
"cg00101675",0.0347227573577254
"cg00103439",0.0888081653877076
"cg00103598",-0.00502331718901776
"cg00104779",-0.0102267735893084
"cg00109300",-0.279083343536675
"cg00109303",-0.00834802409882895
"cg00109797",0.0780778406355721
"cg00110098",-0.0154790038888954
"cg00116234",-0.00684195871202856
"cg00116289",0.0919118510511176
"cg00116653",-0.0937877634530314
"cg00119476",-0.00366796960381983
"cg00130134",0.031987186690183
"cg00134706",0.0358210234093389
"cg00139115",0.024863284728841
"cg00143792",-0.0120696324577586
"cg00145315",0.611030458059957
"cg00146174",0.237922737778305
"cg00147440",0.0384302523505444
"cg00152260",0.0721226928542933
"cg00156769",-0.193911941595714
"cg00158333",0.24192932945339
"cg00159476",0.00838040537464882
"cg00162326",0.188942376445729
"cg00165325",0.081404493577065
"cg00166579",-0.59370859017918
"cg00167491",0.137388318458839
"cg00169860",0.0914166066585056
"cg00175324",0.0192412040227962
"cg00177385",0.0103904651744593
"cg00178703",-0.0354440465538773
"cg00179765",-0.024695058481388
"cg00180917",0.017380477030937
"cg00181698",-0.000309231689580767
"cg00187380",-0.0266849486900587
"cg00189226",0.00435566363913571
"cg00190744",0.0404983607070557
"cg00190912",0.0273929451140809
"cg00195577",-0.0537905434752076
"cg00201390",0.0314725972317155
"cg00204390",0.0165912561906559
"cg00205229",-0.0649678443953986
"cg00205619",-0.0230529207327264
"cg00211337",-0.00164143686261089
"cg00211372",-0.00471880048788589
"cg00211803",-0.00203421287880018
"cg00217702",-0.0950709027842064
"cg00218407",-0.00207346227294438
"cg00225449",0.157325980095921
"cg00234132",-0.0214548247507859
"cg00234378",-0.40129374705123
"cg00235789",-0.0243174916303497
"cg00236075",-0.040427796113547
"cg00236396",0.00618031560261885
"cg00238826",0.021401010449373
"cg00244213",0.240576221591032
"cg00246767",-0.015757993946107
"cg00247020",-0.123588538286666
"cg00247972",-0.000702903941195528
"cg00250826",0.0409162132233009
"cg00251344",0.00548181228980426
"cg00251628",-0.00161140071100087
"cg00251636",0.0113595581979237
"cg00252955",-0.137086923475636
"cg00253748",-0.0138782644398746
"cg00256784",0.17071351220246
"cg00257941",0.0154986247946556
"cg00257950",-0.0164797502929453
"cg00258173",-0.0132380989743593
"cg00258262",0.0675420201222478
"cg00259292",0.0287226831282368
"cg00270194",0.0236443660447323
"cg00279752",-0.0968395711398054
"cg00282792",0.00299074423922133
"cg00286137",-0.00102825515715631
"cg00286916",-0.0054019668732337
"cg00289591",-0.178449083113617
"cg00290302",0.103545682382507
"cg00290812",-0.000861530632624802
"cg00292639",0.0165762851206238
"cg00293511",-0.369983153740699
"cg00294442",-1.2693336870515
"cg00299517",0.0264677768907332
"cg00300233",-0.00639824322326488
"cg00306239",0.0059429440547678
"cg00307913",-0.0059455965023103
"cg00311846",0.110467554032486
"cg00311934",0.0127061924833314
"cg00316483",-0.581730260433735
"cg00321644",-0.0372382624248303
"cg00323008",-0.000817887021142231
"cg00324422",-0.00647299109278146
"cg00324991",-0.00389431683121147
"cg00330845",-0.0072306443494287
"cg00331900",0.0712373257306233
"cg00339654",0.044166704762169
"cg00339708",-0.364910298490909
"cg00343217",0.401927482298489
"cg00359086",-0.0169479964931577
"cg00360524",-0.000385454263255534
"cg00362487",-0.00655831882721162
"cg00370355",0.00261097800811285
"cg00370841",-0.000953679087008149
"cg00379717",-0.218287080049307
"cg00383161",-0.00495717536891126
"cg00384342",-0.0343068234165509
"cg00385093",-0.0436525986740527
"cg00386797",0.0129145745292609
"cg00391579",0.00213191242325185
"cg00393155",0.000334210215504572
"cg00393367",-0.0218895478435343
"cg00398876",-0.0282317080376246
"cg00399596",0.0247651850322848
"cg00399624",-0.00954784422770163
"cg00400141",-0.217417541511378
"cg00401084",-0.00150125063287277
"cg00401433",0.0113221500119165
"cg00402434",0.335913878446503
"cg00403457",-0.471456780252033
"cg00407148",-0.343052294169949
"cg00411555",0.00340476885640216
"cg00414520",0.144371990336706
"cg00422730",0.053902583160889
"cg00424298",-0.00326738957785461
"cg00427623",-0.0354836868332202
"cg00433042",-0.0133354582980862
"cg00434962",-0.303025928738181
"cg00437193",-0.00324190483796506
"cg00437358",0.000168840102378197
"cg00439117",0.0206468501163283
"cg00442423",0.0918552235779658
"cg00443041",0.00253034448490648
"cg00450713",0.0055244675590944
"cg00450891",-0.0112949400653121
"cg00450910",-0.219851310125277
"cg00458823",-0.0065808733791371
"cg00459263",-0.038324638117885
"cg00462525",0.130397029911036
"cg00464569",0.0249864125835233
"cg00465284",0.0705498372719688
"cg00467357",-0.0264051435332404
"cg00469450",-0.0271654809915259
"cg00471663",0.0081133526733259
"cg00471897",-0.0122946009024082
"cg00472347",-0.408347846423173
"cg00472898",-0.0189280851229876
"cg00472926",-0.00295827041643665
"cg00474657",-0.14181704019944
"cg00477261",0.0788909000330022
"cg00482994",-0.0484274114037123
"cg00483633",-0.0243439571462976
"cg00485681",0.0888623399591448
"cg00486031",-0.00882003649079439
"cg00487538",0.0927428214099443
"cg00490620",-0.00562556096272448
"cg00491561",0.000154969394497825
"cg00493297",0.0147384551423094
"cg00500341",-0.0520278794796807
"cg00512700",0.0107473887999946
"cg00513357",0.0205980222451081
"cg00515235",0.296422425819259
"cg00519301",-0.00427728715539503
"cg00519323",-0.00645990288814206
"cg00522402",0.117594676757026
"cg00522668",0.00155297596704206
"cg00529649",0.00202879174027295
"cg00533774",0.0153620068792501
"cg00535482",0.244548732219302
"cg00540706",0.0243516009955245
"cg00542313",-0.0382022982704852
"cg00543023",0.140823673368038
"cg00546281",-1.15428102208107e-05
"cg00548487",0.00226718337392126
"cg00548719",0.00103780429808448
"cg00550040",0.00124422886939559
"cg00553880",-0.00798843300256855
"cg00553886",-0.0722864088595302
"cg00557468",0.119247656173561
"cg00560327",0.0358544165811107
"cg00563016",-0.0671638435659368
"cg00563045",0.00543698310686821
"cg00566346",-0.00704050938457802
"cg00567001",0.0134473022424271
"cg00571033",0.0519965582287111
"cg00572334",-0.109354655382509
"cg00577233",0.0287256599065787
"cg00578263",0.0209923154678436
"cg00578937",-0.574415599542889
"cg00583683",0.0230260087408235
"cg00585108",0.0516102400536239
"cg00585163",0.0215000118218029
"cg00587168",0.00155530017436492
"cg00591406",0.28625005682208
"cg00594099",0.00433514617650991
"cg00597285",0.33998152408633
"cg00598343",0.00512710217341279
"cg00598724",-0.0428669695216904
"cg00601070",-0.00922847788033256
"cg00608008",0.181518547006894
"cg00611309",-0.00132491155594251
"cg00612583",-0.00816064262264929
"cg00612925",0.0136232456092678
"cg00613562",-0.0626576151299918
"cg00614622",-0.0182220216292482
"cg00614923",-0.0828747868874422
"cg00615662",0.128492392920994
"cg00618420",-0.0705487534270598
"cg00622374",0.152623982204149
"cg00627621",0.257732948644443
"cg00627678",-0.0435882957551371
"cg00632889",0.00131691699367083
"cg00633857",-0.257658797298099
"cg00638788",0.0197732794453616
"cg00643363",-0.00187028371178621
"cg00643485",-0.00263639466287429
"cg00650422",-0.0986721729070798
"cg00652484",-0.00023057035016735
"cg00653777",0.0149210664388742
"cg00654772",-0.0503479595235585
"cg00658736",-0.0306901436361937
"cg00658751",0.031274208877694
"cg00659574",0.0123622530601626
"cg00666549",-0.0379771757398686
"cg00672291",0.0280244930472039
"cg00672555",-0.00303455336917686
"cg00673150",0.000936569010805347
"cg00674395",0.0844827848679917
"cg00678823",0.00818084072145555
"cg00684577",0.00842113647189289
"cg00688975",-0.00445483948198002
"cg00690028",0.0124406957917967
"cg00691401",0.00423064526359204
"cg00693817",0.0206428120373908
"cg00694357",-0.106143368956014
"cg00696388",-0.0586494174806317
"cg00696623",-0.012853280496113
"cg00700237",0.0376106162135286
"cg00703091",0.00018987414097856
"cg00705684",0.00239138721919858
"cg00708404",0.0190928732083454
"cg00709542",0.190862607017684
"cg00716110",0.000568871583050597
"cg00716194",-0.12647485722411
"cg00716196",-0.015016598454955
"cg00717629",0.00110584351761203
"cg00719175",0.00879138228243188
"cg00720104",-0.173954440519291
"cg00720180",-0.00706698780730987
"cg00726571",0.0041034083599349
"cg00738572",0.0172646431595588
"cg00738648",0.0368193437181074
"cg00743491",-0.00253916294656425
"cg00745868",-0.0571008474699747
"cg00746259",-0.0112324161372444
"cg00747868",0.0107146049109958
"cg00750099",0.0449551795579898
"cg00750525",0.00177755108423421
"cg00752442",-0.00508929660327671
"cg00753997",0.104810624879287
"cg00756693",-0.00263955678795974
"cg00758337",0.0233147112291915
"cg00765068",-0.0627895428758716
"cg00767915",0.298055728287736
"cg00773909",0.0151969096563279
"cg00775910",-0.00639020948063872
"cg00776783",-0.00457494924263396
"cg00780852",-0.0027792279548843
"cg00782708",0.0211550895252687
"cg00784860",0.210060196025727
"cg00788877",-0.00712818162295655
"cg00789527",0.000215252823440116
"cg00791863",0.00211406259633478
"cg00800848",-0.101885485424202
"cg00801799",-0.00391694044156325
"cg00802789",-0.00681954794248711
"cg00806006",-0.00716859174155153
"cg00807226",0.163527719439638
"cg00808134",-0.0232321881860313
"cg00809033",-0.18424177828808
"cg00810217",0.00357237673023673
"cg00810883",0.0392407903270125
"cg00811221",0.00411032936436743
"cg00811894",0.00218963213077476
"cg00815761",-0.0462194568543611
"cg00817637",-0.111243694959986
"cg00826905",5.3064307784665e-05
"cg00827518",-0.0517858687168388
"cg00833227",0.00556619786996573
"cg00839031",-0.00648694991235777
"cg00841581",-0.0677087190687379
"cg00842370",0.00897168895527918
"cg00844490",0.00491555493230632
"cg00849038",0.0134344597849518
"cg00850663",0.0142281611469559
"cg00851901",-0.102007129747125
"cg00855890",-0.236741984830524
"cg00857360",0.0528818738206864
"cg00857814",0.0169008120650861
"cg00859590",0.0116428573843562
"cg00860188",0.0348555382038186
"cg00860225",0.0095925397869072
"cg00862066",-0.110785982952384
"cg00863447",-0.0267783797727333
"cg00863740",-1.10337639827749
"cg00865002",-0.0532975990193474
"cg00867415",-0.0530885709527689
"cg00867443",-0.101925165305809
"cg00871526",0.00172295346238717
"cg00873201",0.00217708083659616
"cg00875779",-0.00655666924634889
"cg00877778",0.0216222862860806
"cg00879119",0.0355299533773068
"cg00885424",0.00336060444508429
"cg00887636",0.0253049154222483
"cg00887670",-0.591170355292185
"cg00890651",-0.000631253525730055
"cg00893471",0.0228043605847284
"cg00897651",0.223647841793784
"cg00902440",0.101332451655608
"cg00902716",-0.00507711642402943
"cg00903722",-0.0866034306276182
"cg00908601",0.00568234974569635
"cg00910419",0.74448740462889
"cg00915004",0.0166929995815603
"cg00917676",0.012303345008143
"cg00919407",-0.0190622348891505
"cg00920242",0.0508611047571499
"cg00920372",0.00322355576244821
"cg00920973",-0.0402694245520062
"cg00922630",-0.0184148582364164
"cg00927851",0.00544106647442395
"cg00928732",0.37965775395038
"cg00934241",-0.00782129600836126
"cg00935474",-0.000246540172549642
"cg00935831",-0.0129393870803613
"cg00941603",3.75048820362312e-05
"cg00946032",-0.212070844961304
"cg00954841",-0.00181913031652934
"cg00958552",-0.266649499721681
"cg00959249",-0.206982269681541
"cg00965104",0.0681772455919173
"cg00965692",-0.00524662046096324
"cg00966157",-0.00529040599990008
"cg00967908",0.00216655034132183
"cg00973592",0.00411989522149068
"cg00975442",-0.0155739142181276
"cg00976065",-0.0109684961041505
"cg00980719",0.00686325638779012
"cg00987824",-0.0713524704888554
"cg00988050",-0.000353418768001423
"cg00993893",-0.00854913793832187
"cg01000173",-0.0164500458543713
"cg01000178",-0.00995846795061211
"cg01001202",0.00990288349341691
"cg01008025",0.269126903509481
"cg01009870",0.0190008937137828
"cg01011077",-0.0249437671572857
"cg01013124",0.0346173966839838
"cg01017056",0.0144566957858572
"cg01022174",0.00493857330109294
"cg01022378",0.0125464416170194
"cg01022861",-0.0125512721940044
"cg01026140",0.249923555046013
"cg01032183",-0.0125706030464525
"cg01033486",-0.0276309568166397
"cg01034352",0.0160576705828249
"cg01036016",0.0597774092745878
"cg01039540",0.106976327394562
"cg01045442",-0.020565929861933
"cg01046634",0.0400025473720839
"cg01047058",0.0401976718224923
"cg01051527",0.00134076959644112
"cg01052352",-0.0511358284264573
"cg01052585",-0.0273506408499505
"cg01054501",0.000567923199992505
"cg01061575",0.488490817619302
"cg01061817",0.00115200264761861
"cg01068369",-0.0258312023615136
"cg01068768",-0.0105045256413918
"cg01070983",0.0454020477659314
"cg01072364",-0.000128433712855896
"cg01077341",0.0342985037390061
"cg01079466",0.118834077184713
"cg01079751",0.000662061295476136
"cg01081765",0.037187024547569
"cg01088086",0.0328063881620694
"cg01088131",-0.00273938097183798
"cg01096178",-0.00160658120123494
"cg01097137",-0.0605537746354498
"cg01099625",0.148291674572361
"cg01100740",-0.125598468341563
"cg01103892",0.00705609447768074
"cg01105418",-0.00617243829341767
"cg01107103",0.011682482936719
"cg01107215",0.0101540394417304
"cg01107534",-0.0160321369325743
"cg01110553",0.00646978442863465
"cg01112486",-0.0310640151451366
"cg01118731",0.0558153520244997
"cg01119116",-0.00284274567355373
"cg01120541",-0.0492073857141722
"cg01121770",-0.589883885296617
"cg01123777",0.0014980313639342
"cg01125845",0.0374222895878707
"cg01126232",-0.0296953996146896
"cg01127608",-0.0033992864683139
"cg01131263",0.112407850617979
"cg01134518",0.0778939347093899
"cg01136078",0.000390240214918009
"cg01136382",-0.180813112932408
"cg01140515",-0.00289341306856811
"cg01142419",0.0286259604245842
"cg01145947",0.217256046821205
"cg01150262",0.0128147927270333
"cg01153166",9.83794177894587e-05
"cg01153890",0.00502896115437646
"cg01155266",-0.112012503964185
"cg01156435",-0.845156477386439
"cg01156745",0.0581882524965193
"cg01156934",0.00890092074593921
"cg01158430",-0.0344082057972029
"cg01160956",-0.0198901756386657
"cg01162115",0.0260107656580063
"cg01163805",-0.22841189009729
"cg01167388",-0.0915595789802814
"cg01168718",-0.0176259073846507
"cg01171786",-0.0137540479631913
"cg01173774",-0.0112406333610381
"cg01174929",0.00145590891171627
"cg01178121",0.457934674809496
"cg01179128",0.0230404317607054
"cg01181227",-0.356875747029697
"cg01186017",0.0125969058768721
"cg01190601",-0.0326022216423879
"cg01193810",0.324961784554279
"cg01194316",0.0975555478999686
"cg01197044",0.0058399886265418
"cg01197840",-0.00117379500987393
"cg01200904",-0.276710447522775
"cg01203708",-0.00340359734104133
"cg01204508",0.0194946462264316
"cg01208948",0.00875090029231586
"cg01209550",0.00152796438586191
"cg01211648",0.00242320349553619
"cg01220605",-0.00059565774468186
"cg01222249",0.055018429282078
"cg01232138",-0.00865046243368737
"cg01232381",-0.00151595823098797
"cg01233692",-0.0704904196604578
"cg01235968",-0.0257874015045264
"cg01239622",0.231043039014975
"cg01239827",0.00972024732752437
"cg01241756",-0.00833170192335546
"cg01242319",-0.00117600474389607
"cg01243266",0.0425858007246368
"cg01243922",-0.0120252872006386
"cg01245471",-0.0679598904536934
"cg01250422",-0.00791023529048576
"cg01252899",0.00486780853060351
"cg01253880",0.0202660280016901
"cg01255766",0.0243034097566479
"cg01263679",0.00554630389605181
"cg01266390",-0.036724395137965
"cg01267062",-0.00334123551665294
"cg01268872",-0.00249955273947027
"cg01273460",0.0113318606418375
"cg01273518",0.021916734403191
"cg01275157",0.616733150950852
