gene,coef
Intercept,66.7487322232478
ENSG00000157514,6.99574397409578
ENSG00000112576,9.68690429729926
ENSG00000104412,-5.01278632109155
ENSG00000116489,-1.81801110914449
ENSG00000198898,-3.56092411044034
ENSG00000113558,-1.50131328661153
ENSG00000145337,0.949845111495013
ENSG00000120129,1.1681601238056
ENSG00000198843,-2.48603713780342
ENSG00000151247,-3.64060285024005
ENSG00000115091,-4.04845211764688
ENSG00000198791,0.528562867512502
ENSG00000115514,4.35865372414986
ENSG00000274078,-3.39044232055287
ENSG00000154945,-5.43604148047668
ENSG00000284967,-1.22465614212671
ENSG00000288368,2.73578869625476
ENSG00000282853,1.60177342054722
ENSG00000038274,-0.521861868217531
ENSG00000028839,-4.55144539093694
ENSG00000285246,-1.71898971418357
ENSG00000235067,1.91150908632667
ENSG00000213639,-1.78454385017846
ENSG00000275903,-0.876236035586514
ENSG00000186666,2.97099129850896
ENSG00000167747,0
ENSG00000104549,2.11478095894057
ENSG00000277365,0.0969369001214405
ENSG00000173598,-1.3572167701626
ENSG00000129235,1.38102706059212
ENSG00000182117,-1.054646869186
ENSG00000288408,0
ENSG00000075188,3.00536280831027
ENSG00000284916,1.02091815461822
ENSG00000041357,-0.22337475772752
ENSG00000281184,0
ENSG00000075089,-0.811282849695117
ENSG00000235692,-1.17405981472752
ENSG00000115271,1.47600420220406
ENSG00000133884,-2.62848695482267
ENSG00000288213,0
ENSG00000115446,1.32006341111847
ENSG00000164307,-9.83918135718911
ENSG00000177889,-0.794187945431993
ENSG00000120265,-1.90851335243754
ENSG00000169504,-1.98436222470264
ENSG00000239836,-0.499596480345497
ENSG00000265808,-0.703250483911914
ENSG00000108590,-1.08133088705449
ENSG00000285121,0.667241029113683
ENSG00000091140,-2.1227608333558
ENSG00000088205,0.217673936627712
ENSG00000166181,0
ENSG00000084733,-1.1616109176081
ENSG00000236826,-1.71115320201657
ENSG00000276849,0.512059747213306
ENSG00000283060,-0.196031494969268
ENSG00000155959,-0.767521884903906
ENSG00000206280,0
ENSG00000100387,1.14586373259497
ENSG00000280830,-5.50285949820434
ENSG00000138663,-3.25818521198996
ENSG00000156642,1.19652661947034
ENSG00000080819,-10.498160051982
ENSG00000279247,2.97573534799025
ENSG00000072401,-2.17674034006233
ENSG00000165672,-0.0453609458792728
ENSG00000168081,2.39320907668186
ENSG00000288722,-8.09004884773413
ENSG00000147416,0.180686890519664
ENSG00000223767,0
ENSG00000276061,1.48206482441865
ENSG00000273686,0.0100950002207588
ENSG00000070831,-2.01202622239422
ENSG00000175634,-2.41592481716769
ENSG00000280495,0
ENSG00000262771,0.0399515037984886
ENSG00000111802,0.046682038952853
ENSG00000027697,0.755905831069128
ENSG00000143183,-0.250333841373044
